Calculating Current Offset...
Current Offset: 5.91
Time,PWM,Throttle,Current,Error,PID_P,PID_D,PID_I,PID
7049,1214,1549,-0.30,3.30,329.66,-0.02,20.15,349.79
7066,1214,1572,-0.42,3.42,341.87,0.01,30.40,372.29
7081,1201,1582,-0.42,3.42,341.87,0.00,40.66,382.53
7097,1214,1580,-0.30,3.30,329.66,-0.02,50.55,380.20
7111,1215,1602,-0.42,3.42,341.87,0.02,60.80,402.69
7127,1215,1600,-0.30,3.30,329.66,-0.02,70.69,400.34
7141,1208,1610,-0.30,3.30,329.66,0.00,80.58,410.25
7156,1214,1620,-0.30,3.30,329.66,0.00,90.47,420.14
7172,1215,1630,-0.30,3.30,329.66,0.00,100.36,430.03
7186,1214,1627,-0.17,3.17,317.467216,1209,1570,0.56,2.44,244.21,-0.10,126.74,370.85
7201,1215,1636,-0.17,3.17,317.46,-0.02,109.89,427.33
,0.00,119.41,436.87
7231,1215,1603,0.31,2.69,268.63,0.03,134.80,403.46
7246,1215,1611,0.31,2.69,268.63,0.00,142.86,411.48
7261,1215,1594,0.56,2.44,244.21,-0.03,150.18,394.36
7276,1215,1551,1.05,1.95,195.39,-0.07,156.04,351.36
7290,1209,1557,1.05,1.95,195.39,0.00,161.90,357.29
7306,1214,1550,1.17,1.83,183.18,-0.02,167.40,350.56
7321,1215,1568,1.05,1.95,195.39,0.02,173.26,368.66
7335,1214,1549,1.29,1.71,170.97,-0.03,178.39,349.33
7351,1215,1567,1.17,1.83,183.18,0.02,183.89,367.08
7365,1209,1534,1.53,1.47,146.56,-0.05,188.28,334.79
7380,1214,1526,1.66,1.34,134.35,-0.02,192.31,326.65
7396,1215,1480,2.14,0.86,85.52,-0.06,194.88,280.34
7410,1215,1445,2.51,0.49,48.90,-0.05,196.35,245.20
7426,1214,1446,2.51,0.49,48.90,0.00,197.81,246.71
7440,1208,1548,1.53,1.47,146.56,0.14,202.21,348.91
7455,1215,1490,2.14,0.86,85.52,-0.08,204.78,290.22
7471,1215,1417,2.88,0.12,12.28,-0.09,205.14,217.33
7485,1215,1405,3.00,0.00,0.07,-0.02,205.15,205.20
7500,1215,1468,2.39,0.61,61.11,0.08,206.98,268.17
7515,1209,1381,3.24,-0.24,-24.34,-0.11,206.25,181.79
7530,1215,1456,2.51,0.49,48.90,0.10,207.72,256.72
7544,1215,1332,3.73,-0.73,-73.17,-0.17,205.52,132.18
7560,1215,1430,2.76,0.24,24.49,0.12,206.26,230.87
7575,1215,1078,6.17,-3.17,-317.31,-0.46,196.74,-121.03
7589,1215,1749,-0.42,3.42,341.87,0.94,206.99,549.80
7605,1215,1494,2.14,0.86,85.52,-0.32,209.56,294.76
7619,1209,1560,1.53,1.47,146.56,0.09,213.96,360.60
7634,1215,1426,2.88,0.12,12.28,-0.18,214.32,226.42
7650,1215,1351,3.61,-0.61,-60.96,-0.09,212.49,151.44
7664,1215,1324,3.85,-0.85,-85.38,-0.03,209.93,124.52
7680,1215,1296,4.10,-1.10,-109.79,-0.03,206.64,96.82
7694,1208,1444,2.63,0.37,36.69,0.21,207.74,244.64
7709,1215,1130,5.68,-2.68,-268.48,-0.41,199.69,-69.20
7725,1214,1135,5.56,-2.56,-256.27,0.02,192.00,-64.26
7739,1215,1178,5.07,-2.07,-207.45,0.07,185.77,-21.60
7754,1214,1310,3.73,-0.73,-73.17,0.18,183.58,110.59
7769,1209,1371,3.12,-0.12,-12.13,0.08,183.22,171.16
7784,1201,1383,3.00,0.00,0.07,0.02,183.22,183.31
7799,1214,1370,3.12,-0.12,-12.13,-0.02,182.85,170.70
7814,1214,1458,2.27,0.73,73.32,0.11,185.05,258.48
7829,1214,1196,4.83,-1.83,-183.03,-0.34,179.56,-3.81
7843,1195,1216,4.59,-1.59,-158.62,0.03,174.80,16.22
7859,1215,1261,4.10,-1.10,-109.79,0.06,171.51,61.78
7874,1215,1535,1.41,1.59,158.76,0.36,176.27,335.40
7888,1215,1000,7.03,-4.03,-402.76,-0.80,164.19,-239.37
7904,1201,1704,-0.30,3.30,329.66,0.92,174.08,504.66
7918,1209,1726,-0.42,3.42,341.87,0.02,184.34,526.22
7933,1215,1535,1.53,1.47,146.56,-0.26,188.73,335.03
7949,1214,1413,2.76,0.24,24.49,-0.15,189.47,213.80
7963,1201,1477,2.14,0.86,85.52,0.09,192.03,277.64
7979,1215,1392,3.00,0.00,0.07,-0.11,192.04,192.00
7993,1208,1266,4.22,-1.22,-122.00,-0.17,188.38,66.20
8008,1214,1728,-0.30,3.30,329.66,0.60,198.27,528.53
8024,1215,1901,-1.88,4.88,488.35,0.20,212.92,701.47
8038,1215,1311,3.98,-0.98,-97.58,-0.84,209.99,111.57
8053,1214,1586,1.29,1.71,170.97,0.36,215.12,386.45
8068,1214,1062,6.42,-3.42,-341.72,-0.68,204.87,-137.54
8083,1187,1443,2.63,0.37,36.69,0.50,205.97,243.17
8097,1209,1758,-0.42,3.42,341.87,0.44,216.22,558.53
8113,1215,1566,1.53,1.47,146.56,-0.24,220.62,366.93
8128,1215,1496,2.27,0.73,73.32,-0.10,222.82,296.04
8142,1201,1510,2.14,0.86,85.52,0.02,225.38,310.92
8158,1214,1400,3.24,-0.24,-24.34,-0.14,224.65,200.18
8172,1208,1349,3.73,-0.73,-73.17,-0.07,222.46,149.22
8187,1215,1863,-1.27,4.27,427.32,0.67,235.28,663.27
8203,1200,1762,-0.17,3.17,317.46,-0.14,244.80,562.12
8217,1215,1368,3.73,-0.73,-73.17,-0.56,242.61,168.88
8232,1215,1442,3.00,0.00,0.07,0.10,242.61,242.78
8247,1209,1102,6.30,-3.30,-329.52,-0.44,232.72,-97.23
8262,1200,1181,5.44,-2.44,-244.07,0.11,225.40,-18.55
8278,1215,1778,-0.42,3.42,341.87,0.73,235.66,578.26
8292,1215,1561,1.78,1.22,122.14,-0.31,239.32,361.15
8307,1214,1527,2.14,0.86,85.52,-0.05,241.89,327.36
8322,1195,1529,2.14,0.86,85.52,0.00,244.45,329.98
8337,1214,1469,2.76,0.24,24.49,-0.08,245.19,269.59
8352,1215,1331,4.10,-1.10,-109.79,-0.18,241.89,131.93
8367,1215,1870,-1.15,4.15,415.11,0.70,254.35,670.16
8382,1201,1932,-1.64,4.64,463.94,0.07,268.27,732.27
8396,1209,1429,3.37,-0.37,-36.55,-0.71,267.17,229.91
8412,1215,1341,4.22,-1.22,-122.00,-0.11,263.51,141.41
8427,1215,1224,5.32,-2.32,-231.86,-0.15,256.55,24.55
8441,1215,1368,3.85,-0.85,-85.38,0.21,253.99,168.83
8457,1214,1617,1.41,1.59,158.76,0.31,258.76,417.83
8471,1209,1080,6.66,-3.66,-366.14,-0.75,247.77,-119.12
8486,1214,1788,-0.30,3.30,329.66,0.93,257.66,588.25
8502,1214,1809,-0.42,3.42,341.87,0.02,267.92,609.80
8516,1214,1643,1.29,1.71,170.97,-0.24,273.05,443.77
8531,1215,1561,2.14,0.86,85.52,-0.11,275.61,361.02
8546,1214,1488,2.88,0.12,12.28,-0.10,275.98,288.16
8561,1214,1450,3.24,-0.24,-24.34,-0.05,275.25,250.86
8576,1209,1324,4.46,-1.46,-146.41,-0.16,270.86,124.28
8591,1215,1886,-1.03,4.03,402.91,0.73,282.95,686.58
8606,1215,1255,5.20,-2.20,-219.65,-0.83,276.36,55.87
8621,1215,1413,3.61,-0.61,-60.96,0.21,274.53,213.78
8636,1214,1248,5.20,-2.20,-219.65,-0.21,267.94,48.07
8650,1208,1229,5.32,-2.32,-231.86,-0.02,260.98,29.10
8666,1215,1511,2.51,0.49,48.90,0.35,262.45,311.70
8681,1214,1689,0.80,2.20,219.80,0.23,269.04,489.07
8695,1214,1279,4.83,-1.83,-183.03,-0.58,263.55,79.94
8711,1214,1262,4.95,-1.95,-195.24,-0.02,257.69,62.44
8725,1209,1420,3.37,-0.37,-36.55,0.23,256.60,220.28
8740,1215,1607,1.53,1.47,146.56,0.24,260.99,407.80
8756,1215,1133,6.17,-3.17,-317.31,-0.58,251.48,-66.41
8770,1215,1036,7.03,-4.03,-402.76,-0.12,239.39,-163.49
8785,1214,1792,-0.42,3.42,341.87,0.99,249.65,592.51
8800,1208,1801,-0.42,3.42,341.87,0.00,259.91,601.78
8815,1215,1635,1.29,1.71,170.97,-0.23,265.03,435.78
8830,1215,1553,2.14,0.86,85.52,-0.11,267.60,353.01
8845,1214,1467,3.00,0.00,0.07,-0.11,267.60,267.56
8860,1214,1480,2.88,0.12,12.28,0.02,267.97,280.27
8875,1209,1316,4.46,-1.46,-146.41,-0.21,263.58,116.96
8890,1215,1879,-1.03,4.03,402.91,0.73,275.67,679.30
8905,1201,1500,2.76,0.24,24.49,-0.50,276.40,300.38
8920,1215,1476,3.00,0.00,0.07,-0.03,276.40,276.44
8935,1215,1249,5.20,-2.20,-219.65,-0.29,269.81,49.87
8949,1208,1268,4.95,-1.95,-195.24,0.03,263.96,68.75
8965,1214,1451,3.12,-0.12,-12.13,0.23,263.59,251.69
8980,1215,1677,0.92,2.08,207.59,0.29,269.82,477.70
8994,1214,1180,5.81,-2.81,-280.69,-0.70,261.40,-19.99
9010,1215,1272,4.83,-1.83,-183.03,0.12,255.91,73.00
9024,1212,1368,3.85,-0.85,-85.38,0.14,253.35,168.11
9039,1215,1629,1.29,1.71,170.97,0.34,258.48,429.79
9055,1209,1193,5.56,-2.56,-256.27,-0.53,250.79,-6.02
9069,1215,1000,7.52,-4.52,-451.59,-0.28,237.24,-214.63
9084,1215,1790,-0.42,3.42,341.87,1.06,247.50,590.42
9099,1215,1799,-0.42,3.42,341.87,0.00,257.75,599.62
9114,1215,1608,1.53,1.47,146.56,-0.26,262.15,408.45
9128,1209,1575,1.90,1.10,109.94,-0.05,265.45,375.33
9144,1201,1427,3.37,-0.37,-36.55,-0.18,264.35,227.62
9159,1215,1502,2.63,0.37,36.69,0.10,265.45,302.24
9174,1215,1364,3.98,-0.98,-97.58,-0.18,262.52,164.76
9189,1214,1362,3.98,-0.98,-97.58,0.00,259.60,162.01
9203,1195,1396,3.61,-0.61,-60.96,0.05,257.77,196.86
9219,1215,1936,-1.64,4.64,463.94,0.66,271.69,736.28
9234,1215,1282,4.83,-1.83,-183.03,-0.86,266.19,82.30
9248,1214,1466,3.00,0.00,0.07,0.26,266.20,266.53
9264,1200,1730,0.44,2.56,256.42,0.32,273.89,530.63
9278,1208,1221,5.44,-2.44,-244.07,-0.71,266.57,21.78
9293,1215,1315,4.46,-1.46,-146.41,0.13,262.17,115.89
9309,1214,1600,1.66,1.34,134.35,0.35,266.21,400.91
9323,1214,1768,0.07,2.93,293.04,0.23,275.00,568.27
9338,1215,1147,6.17,-3.17,-317.31,-0.81,265.48,-52.65
9353,1209,1314,4.46,-1.46,-146.41,0.23,261.08,114.90
9368,1215,1587,1.78,1.22,122.14,0.36,264.75,387.25
9383,1201,1628,1.41,1.59,158.76,0.05,269.51,428.33
9398,1214,1104,6.54,-3.54,-353.93,-0.68,258.89,-95.72
9413,1214,1824,-0.54,3.54,354.08,0.94,269.52,624.54
9427,1208,1620,1.53,1.47,146.56,-0.30,273.91,420.17
9443,1201,1650,1.29,1.71,170.97,0.03,279.04,450.04
9458,1215,1579,2.02,0.98,97.73,-0.10,281.97,379.61
9473,1214,1519,2.63,0.37,36.69,-0.08,283.08,319.69
9488,1215,1420,3.61,-0.61,-60.96,-0.13,281.25,220.15
9502,1201,1368,4.10,-1.10,-109.79,-0.07,277.95,168.09
9518,1214,1314,4.59,-1.59,-158.62,-0.06,273.19,114.51
9533,1209,1939,-1.52,4.52,451.73,0.81,286.75,739.29
9547,1215,1196,5.81,-2.81,-280.69,-1.05,278.33,-3.41
9563,1201,1352,4.22,-1.22,-122.00,0.20,274.67,152.87
9577,1214,1449,3.24,-0.24,-24.34,0.14,273.94,249.73
9592,1215,1171,5.93,-2.93,-292.90,-0.36,265.15,-28.11
9607,1208,1276,4.83,-1.83,-183.03,0.15,259.66,76.77
9622,1201,1359,3.98,-0.98,-97.58,0.11,256.73,159.26
9637,1215,1595,1.66,1.34,134.35,0.31,260.76,395.42
9652,1215,1007,7.39,-4.39,-439.38,-0.76,247.58,-192.57
9667,1215,1788,-0.30,3.30,329.66,1.03,257.47,588.16
9681,1209,1809,-0.42,3.42,341.87,0.02,267.73,609.61
9697,1215,1631,1.41,1.59,158.76,-0.23,272.49,431.02
9712,1215,1573,2.02,0.98,97.73,-0.08,275.42,373.07
9726,1215,1525,2.51,0.49,48.90,-0.07,276.89,325.72
9742,1215,1489,2.88,0.12,12.28,-0.05,277.26,289.49
9756,1209,1414,3.61,-0.61,-60.96,-0.10,275.43,214.36
9772,1215,1261,5.07,-2.07,-207.45,-0.18,269.20,61.57
9787,1215,1885,-1.03,4.03,402.91,0.81,281.29,685.01
9801,1214,1946,-1.52,4.52,451.73,0.07,294.84,746.65
9817,1214,1305,4.83,-1.83,-183.03,-0.79,289.35,105.53
9831,1208,1376,4.10,-1.10,-109.79,0.10,286.06,176.37
9846,1215,1637,1.53,1.47,146.56,0.34,290.45,437.35
9862,1215,1641,1.53,1.47,146.56,0.00,294.85,441.41
9876,1215,1242,5.44,-2.44,-244.07,-0.56,287.53,42.90
9891,1215,1349,4.34,-1.34,-134.20,0.15,283.50,149.45
9906,1209,1622,1.66,1.34,134.35,0.36,287.53,422.24
9921,1215,1600,1.90,1.10,109.94,-0.03,290.83,400.74
9936,1215,1201,5.81,-2.81,-280.69,-0.52,282.41,1.20
9951,1215,1294,4.83,-1.83,-183.03,0.13,276.92,94.02
9966,1215,1439,3.37,-0.37,-36.55,0.20,275.82,239.47
9980,1214,1778,0.07,2.93,293.04,0.47,284.61,578.13
9996,1214,1157,6.17,-3.17,-317.31,-0.76,275.10,-42.98
10010,1208,1211,5.56,-2.56,-256.27,0.09,267.41,11.22
10025,1214,1266,4.95,-1.95,-195.24,0.08,261.55,66.39
10041,1215,1612,1.53,1.47,146.56,0.43,265.95,412.93
10055,1215,1025,7.27,-4.27,-427.17,-0.82,253.13,-174.86
10071,1215,1806,-0.42,3.42,341.87,0.96,263.39,606.22
10086,1209,1639,1.29,1.71,170.97,-0.23,268.52,439.26
10100,1214,1619,1.53,1.47,146.56,-0.03,272.91,419.44
10116,1215,1586,1.90,1.10,109.94,-0.05,276.21,386.10
10130,1215,1488,2.88,0.12,12.28,-0.14,276.58,288.72
10145,1215,1438,3.37,-0.37,-36.55,-0.07,275.48,238.87
10160,1209,1299,4.71,-1.71,-170.83,-0.18,270.36,99.35
10175,1215,2000,-2.49,5.49,549.39,0.96,286.84,837.19
10190,1214,1536,2.51,0.49,48.90,-0.67,288.31,336.54
10205,1214,1223,5.56,-2.56,-256.27,-0.41,280.62,23.94
10220,1215,1292,4.83,-1.83,-183.03,0.10,275.13,92.19
10234,1209,1248,5.20,-2.20,-219.65,-0.05,268.54,48.83
10250,1215,1557,2.14,0.86,85.52,0.38,271.10,357.01
10265,1201,1231,5.32,-2.32,-231.86,-0.42,264.15,31.87
10279,1215,1023,7.27,-4.27,-427.17,-0.28,251.33,-176.12
10295,1215,1804,-0.42,3.42,341.87,0.96,261.59,604.42
10309,1208,1624,1.41,1.59,158.76,-0.26,266.35,424.86
10324,1201,1617,1.53,1.47,146.56,-0.02,270.75,417.29
10340,1214,1533,2.39,0.61,61.11,-0.11,272.58,333.58
10354,1214,1447,3.24,-0.24,-24.34,-0.12,271.85,247.39
10370,1215,1383,3.85,-0.85,-85.38,-0.08,269.29,183.84
10384,1195,1305,4.59,-1.59,-158.62,-0.10,264.53,105.81
10399,1214,1187,5.68,-2.68,-268.48,-0.15,256.48,-12.15
10415,1215,1796,-0.30,3.30,329.66,0.75,266.37,596.78
10429,1214,1289,4.71,-1.71,-170.83,-0.71,261.24,89.70
10444,1201,1323,4.34,-1.34,-134.20,0.05,257.22,123.06
10459,1215,1444,3.12,-0.12,-12.13,0.16,256.85,244.88
10474,1215,1167,5.81,-2.81,-280.69,-0.36,248.43,-32.61
10489,1209,1159,5.81,-2.81,-280.69,0.00,240.01,-40.68
10504,1201,1213,5.20,-2.20,-219.65,0.08,233.42,13.85
10519,1215,1471,2.63,0.37,36.69,0.34,234.52,271.56
10533,1214,1144,5.81,-2.81,-280.69,-0.45,226.10,-55.04
10549,1214,1124,5.93,-2.93,-292.90,-0.02,217.32,-75.60
10563,1195,1266,4.46,-1.46,-146.41,0.21,212.92,66.72
10578,1215,1765,-0.42,3.42,341.87,0.65,223.18,565.70
10594,1215,1599,1.29,1.71,170.97,-0.21,228.31,399.07
10608,1215,1541,1.90,1.10,109.94,-0.09,231.61,341.46
10624,1215,1481,2.51,0.49,48.90,-0.08,233.07,281.90
10638,1208,1445,2.88,0.12,12.28,-0.05,233.44,245.67
10653,1215,1345,3.85,-0.85,-85.38,-0.13,230.88,145.37
10669,1215,1922,-1.76,4.76,476.15,0.70,245.17,722.01
10683,1200,1885,-1.27,4.27,427.32,-0.07,257.98,685.23
10698,1214,1507,2.51,0.49,48.90,-0.50,259.45,307.85
10713,1208,1169,5.81,-2.81,-280.69,-0.44,251.03,-30.10
10728,1215,1287,4.59,-1.59,-158.62,0.16,246.27,87.82
10743,1201,1534,2.14,0.86,85.52,0.33,248.84,334.69
10758,1214,1625,1.29,1.71,170.97,0.11,253.97,425.05
10773,1214,1202,5.44,-2.44,-244.07,-0.55,246.65,2.02
10787,1208,1144,5.93,-2.93,-292.90,-0.07,237.86,-55.11
10803,1200,1438,3.00,0.00,0.07,0.37,237.86,238.30
10817,1214,1639,1.05,1.95,195.39,0.28,243.72,439.39
10832,1215,1065,6.66,-3.66,-366.14,-0.75,232.74,-134.15
10848,1215,1785,-0.42,3.42,341.87,0.89,242.99,585.75
10862,1195,1807,-0.54,3.54,354.08,0.02,253.62,607.71
10877,1214,1591,1.66,1.34,134.35,-0.29,257.65,391.70
10893,1215,1570,1.90,1.10,109.94,-0.03,260.95,370.85
10907,1214,1486,2.76,0.24,24.49,-0.12,261.68,286.04
10923,1201,1486,2.76,0.24,24.49,0.00,262.41,286.90
10937,1215,1412,3.49,-0.49,-48.75,-0.10,260.95,212.09
10952,1215,1234,5.20,-2.20,-219.65,-0.23,254.36,34.48
10968,1209,1643,1.17,1.83,183.18,0.50,259.86,443.54
10982,1215,1900,-1.27,4.27,427.32,0.35,272.68,700.35
10997,1214,1157,6.05,-3.05,-305.10,-0.98,263.52,-42.56
11012,1215,1539,2.27,0.73,73.32,0.50,265.72,339.54
11027,1215,1000,10.45,-7.45,-744.56,-1.09,243.39,-502.26
11042,1208,1000,8.37,-5.37,-537.04,0.28,227.28,-309.48
11057,1215,1793,-0.54,3.54,354.08,1.19,237.90,593.16
11072,1215,1601,1.41,1.59,158.76,-0.26,242.66,401.17
11086,1214,1568,1.78,1.22,122.14,-0.05,246.33,368.42
11102,1215,1559,1.90,1.10,109.94,-0.02,249.62,359.54
11117,1209,1436,3.12,-0.12,-12.13,-0.16,249.26,236.96
11131,1215,1398,3.49,-0.49,-48.75,-0.05,247.80,198.99
11147,1214,1246,4.95,-1.95,-195.24,-0.18,241.94,46.52
11161,1214,1253,4.83,-1.83,-183.03,0.02,236.45,53.43
11176,1215,1877,-1.27,4.27,427.32,0.81,249.27,677.40
11191,1209,1259,4.83,-1.83,-183.03,-0.81,243.78,59.93
11206,1215,1217,5.20,-2.20,-219.65,-0.05,237.19,17.49
11222,1215,1324,4.10,-1.10,-109.79,0.14,233.89,124.24
11236,1215,1685,0.56,2.44,244.21,0.51,241.22,485.94
11251,1215,1164,5.68,-2.68,-268.48,-0.68,233.17,-36.00
11266,1208,1370,3.61,-0.61,-60.96,0.28,231.34,170.65
11281,1215,1368,3.61,-0.61,-60.96,0.00,229.51,168.55
11296,1215,1555,1.78,1.22,122.14,0.24,233.17,355.56
11311,1215,1118,6.05,-3.05,-305.10,-0.57,224.02,-81.65
11326,1215,1777,-0.42,3.42,341.87,0.86,234.28,577.01
11340,1208,1798,-0.54,3.54,354.08,0.02,244.90,598.99
11356,1215,1620,1.29,1.71,170.97,-0.23,250.03,420.77
11371,1214,1550,2.02,0.98,97.73,-0.10,252.96,350.59
11385,1215,1440,3.12,-0.12,-12.13,-0.16,252.59,240.30
11401,1215,1452,3.00,0.00,0.07,0.02,252.60,252.69
11415,1214,1389,3.61,-0.61,-60.96,-0.09,250.77,189.72
11430,1215,1224,5.20,-2.20,-219.65,-0.21,244.18,24.31
11446,1208,1784,-0.30,3.30,329.66,0.69,254.07,584.42
11460,1215,1894,-1.27,4.27,427.32,0.14,266.89,694.35
11475,1215,1252,5.07,-2.07,-207.45,-0.85,260.66,52.37
11490,1215,1360,3.98,-0.98,-97.58,0.15,257.74,160.30
11505,1215,1571,1.90,1.10,109.94,0.28,261.04,371.25
11521,1209,1599,1.66,1.34,134.35,0.03,265.07,399.45
11535,1215,1062,6.91,-3.91,-390.55,-0.75,253.35,-137.95
11550,1215,1806,-0.42,3.42,341.87,0.98,263.61,606.45
11565,1201,1614,1.53,1.47,146.56,-0.26,268.00,414.30
11580,1215,1631,1.41,1.59,158.76,0.02,272.76,431.55
11594,1208,1585,1.90,1.10,109.94,-0.07,276.06,385.93
11610,1215,1425,3.49,-0.49,-48.75,-0.20,274.60,225.65
11625,1201,1374,3.98,-0.98,-97.511639,1215,1396,3.73,-0.73,-73.18,-0.07,271.67,174.02
7,0.03,269.48,196.34
11655,1214,1280,4.83,-1.83,-183.03,-0.14,263.99,80.82
11669,1209,1703,0.68,2.32,232.01,0.59,270.95,503.55
11684,1201,1722,0.56,2.44,244.21,0.02,278.27,522.50
11700,1215,1188,5.81,-2.81,-280.69,-0.66,269.85,-11.49
11714,1214,1394,3.73,-0.73,-73.17,0.30,267.66,194.79
11729,1214,1455,3.12,-0.12,-12.13,0.08,267.29,255.24
11744,1195,1618,1.53,1.47,146.56,0.21,271.69,418.46
11759,1214,1000,8.00,-5.00,-500.42,-0.86,256.68,-244.60
11774,1215,1809,-0.42,3.42,341.87,1.12,266.93,609.93
11789,1215,1642,1.29,1.71,170.97,-0.23,272.06,442.81
11804,1214,1648,1.29,1.71,170.97,0.00,277.19,448.16
11819,1209,1577,2.02,0.98,97.73,-0.10,280.12,377.76
11834,1214,1492,2.88,0.12,12.28,-0.11,280.49,292.66
11849,1215,1329,4.46,-1.46,-146.41,-0.21,276.10,129.48
11864,1201,1375,3.98,-0.98,-97.58,0.07,273.17,175.65
11879,1215,2000,-2.13,5.13,512.77,0.81,288.56,802.14
11893,1215,1450,3.37,-0.37,-36.55,-0.78,287.46,250.13
11909,1215,1223,5.56,-2.56,-256.27,-0.27,279.77,23.22
11924,1194,1152,6.17,-3.17,-317.31,-0.08,270.25,-47.14
11938,1215,1407,3.61,-0.61,-60.96,0.37,268.42,207.83
11954,1214,1393,3.73,-0.73,-73.17,-0.02,266.23,193.04
11968,1215,1416,3.49,-0.49,-48.75,0.03,264.77,216.05
11983,1201,1628,1.41,1.59,158.76,0.28,269.53,428.57
11999,1208,1192,5.68,-2.68,-268.48,-0.53,261.47,-7.54
12013,1214,1449,3.12,-0.12,-12.13,0.37,261.11,249.34
12028,1214,1000,9.47,-6.47,-646.90,-0.85,241.70,-406.04
12043,1200,1102,6.30,-3.30,-329.52,0.42,231.82,-97.28
12058,1214,1784,-0.42,3.42,341.87,0.90,242.07,584.84
12072,1209,1605,1.41,1.59,158.76,-0.26,246.84,405.34
12088,1215,1534,2.14,0.86,85.52,-0.09,249.40,334.83
12103,1201,1524,2.27,0.73,73.32,-0.02,251.60,324.90
12118,1215,1451,3.00,0.00,0.07,-0.10,251.60,251.58
12133,1214,1262,4.83,-1.83,-183.03,-0.24,246.11,62.84
12147,1208,1836,-0.78,3.78,378.49,0.80,257.47,636.76
12163,1201,1973,-2.01,5.01,500.56,0.15,272.48,773.20
12178,1214,1408,3.61,-0.61,-60.96,-0.75,270.66,208.94
12192,1215,1294,4.71,-1.71,-170.83,-0.16,265.53,94.55
12208,1215,1377,3.85,-0.85,-85.38,0.11,262.97,177.70
12222,1208,1526,2.39,0.61,61.11,0.21,264.80,326.12
12237,1214,1628,1.41,1.59,158.76,0.13,269.57,428.46
12253,1215,1192,5.68,-2.68,-268.48,-0.53,261.51,-7.50
12267,1215,1298,4.59,-1.59,-158.62,0.16,256.75,98.29
12282,1214,1582,1.78,1.22,122.14,0.37,260.42,382.93
12297,1209,1699,0.68,2.32,232.01,0.15,267.38,499.53
12312,1215,1215,5.44,-2.44,-244.07,-0.63,260.06,15.35
12327,1215,1259,4.95,-1.95,-195.24,0.07,254.20,59.02
12342,1215,1303,4.46,-1.46,-146.41,0.07,249.81,103.46
12357,1215,1588,1.66,1.34,134.35,0.37,253.84,388.56
12371,1214,1201,5.44,-2.44,-244.07,-0.54,246.51,1.91
12387,1215,1220,5.20,-2.20,-219.65,0.03,239.92,20.30
12401,1208,1339,3.98,-0.98,-97.58,0.17,237.00,139.59
12417,1215,1500,2.39,0.61,61.11,0.20,238.83,300.14
12432,1214,1048,6.78,-3.78,-378.34,-0.59,227.48,-151.45
12446,1214,1780,-0.42,3.42,341.87,1.03,237.74,580.64
12462,1215,1789,-0.42,3.42,341.87,0.00,247.99,589.86
12477,1209,1611,1.41,1.59,158.76,-0.24,252.76,411.28
12491,1214,1565,1.90,1.10,109.94,-0.07,256.05,365.92
12507,1215,1468,2.88,0.12,12.28,-0.12,256.42,268.58
12521,1214,1469,2.88,0.12,12.28,0.00,256.79,269.07
12536,1215,1381,3.73,-0.73,-73.17,-0.11,254.59,181.31
12551,1208,1253,4.95,-1.95,-195.24,-0.16,248.74,53.34
12566,1214,1788,-0.30,3.30,329.66,0.70,258.63,588.99
12581,1215,1974,-2.01,5.01,500.56,0.23,273.64,774.43
12596,1215,1284,4.83,-1.83,-183.03,-0.91,268.15,84.21
12611,1215,1329,4.34,-1.34,-134.20,0.07,264.13,129.99
12625,1208,1691,0.80,2.20,219.80,0.51,270.72,491.03
12641,1215,1797,-0.17,3.17,317.46,0.12,280.25,597.82
12656,1214,1291,4.83,-1.83,-183.03,-0.67,274.75,91.05
12670,1214,1286,4.83,-1.83,-183.03,0.00,269.26,86.23
12686,1215,1582,1.90,1.10,109.94,0.37,272.56,382.86
12700,1208,1661,1.17,1.83,183.18,0.10,278.06,461.34
12716,1214,1251,5.20,-2.20,-219.65,-0.50,271.47,51.31
12731,1215,1207,5.56,-2.56,-256.27,-0.05,263.78,7.46
12745,1214,1514,2.51,0.49,48.90,0.44,265.25,314.58
12761,1215,1717,0.56,2.44,244.21,0.24,272.57,517.03
12775,1211,1157,6.05,-3.05,-305.10,-0.78,263.42,-42.47
12790,1215,1224,5.32,-2.32,-231.86,0.10,256.46,24.70
12806,1213,1330,4.22,-1.22,-122.00,0.14,252.80,130.94
12820,1214,1478,2.76,0.24,24.49,0.21,253.54,278.23
12835,1215,1113,6.30,-3.30,-329.52,-0.47,243.65,-86.34
12850,1215,1796,-0.42,3.42,341.87,0.90,253.91,596.67
12865,1201,1806,-0.42,3.42,341.87,0.00,264.16,606.03
12879,1209,1640,1.29,1.71,170.97,-0.24,269.29,440.02
12895,1214,1557,2.14,0.86,85.52,-0.11,271.86,357.28
12910,1215,1459,3.12,-0.12,-12.13,-0.13,271.50,259.23
12924,1201,1421,3.49,-0.49,-48.75,-0.05,270.03,221.23
12940,1215,1369,3.98,-0.98,-97.58,-0.06,267.11,169.46
12954,1209,1379,3.85,-0.85,-85.38,0.02,264.54,179.19
12969,1215,1364,3.98,-0.98,-97.58,-0.02,261.62,164.02
12985,1201,1990,-2.13,5.13,512.77,0.76,277.00,790.53
12999,1215,1803,-0.17,3.17,317.46,-0.28,286.52,603.70
13015,1215,1335,4.46,-1.46,-146.41,-0.58,282.13,135.14
13030,1209,1482,3.00,0.00,0.07,0.20,282.13,282.40
