time,in,out
1.241217661097852033e+04,2.431384248210027507e-02,1.000000000000000000e+03
1.242218854415274473e+04,1.724582338902109699e-02,1.000000000000000000e+03
1.243220047732696912e+04,-3.599045346061757744e-03,1.000000000000000000e+03
1.244221241050119352e+04,2.168149273161278784e-02,1.000000000000000000e+03
1.245222434367541791e+04,4.191147754393486496e-02,1.000000000000000000e+03
1.246223627684964231e+04,1.123627684964230954e-02,1.000000000000000000e+03
1.247224821002386670e+04,2.000000000000000042e-02,1.000000000000000000e+03
1.248226014319809110e+04,2.052028639618220032e-02,1.000000000000000000e+03
1.249227207637231550e+04,3.886634844868543104e-02,1.000000000000000000e+03
1.250228400954653989e+04,-2.850039777249548101e-03,1.000000000000000000e+03
1.251229594272076429e+04,6.466348448687858630e-02,1.000000000000000000e+03
1.252230787589498868e+04,4.676849642004526908e-02,1.000000000000000000e+03
1.253231980906921308e+04,5.512692558038741197e-02,1.000000000000000000e+03
1.254233174224343747e+04,4.666955955738640721e-02,1.000000000000000000e+03
1.255234367541766187e+04,4.000000000000000083e-02,1.000000000000000000e+03
1.256235560859188627e+04,4.577782599262388008e-02,1.000000000000000000e+03
1.257236754176611066e+04,3.926491646777867384e-02,1.000000000000000000e+03
1.258237947494033506e+04,2.510956823605903915e-02,1.000000000000000000e+03
1.259239140811455945e+04,8.023432414837855520e-03,1.000000000000000000e+03
1.260240334128878385e+04,-6.596658711216150245e-03,1.000000000000000000e+03
1.261241527446300825e+04,9.314384899113395053e-03,1.000000000000000000e+03
1.262242720763723264e+04,2.117379041006312024e-02,1.000000000000000000e+03
1.263243914081145704e+04,-1.143914081145703740e-02,1.000000000000000000e+03
1.264245107398568143e+04,-1.604252549359609301e-02,1.000000000000000000e+03
1.265246300715990583e+04,1.000000000000000021e-02,1.000000000000000000e+03
1.266247494033413022e+04,9.568236059881614353e-03,1.000000000000000000e+03
1.267248687350835280e+04,4.664786287701810918e-04,1.000000000000000000e+03
1.268249880668257720e+04,1.727055760468581072e-02,1.000000000000000000e+03
1.269251073985680159e+04,3.702147971360318646e-02,1.000000000000000000e+03
1.270252267303102599e+04,4.000000000000000083e-02,1.000000000000000000e+03
1.271253460620525038e+04,1.866348448687404210e-02,1.000000000000000000e+03
1.272254653937947478e+04,2.963961813842434095e-02,1.000000000000000000e+03
1.273255847255369918e+04,4.000000000000000083e-02,1.000000000000000000e+03
